ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
1.0,0.7807264631501549,0.5647429305343441,0.6278545491341329,0.18811370119836207,-0.32675749252040115,-0.04562225274806638,0.03973505225155405,0.5926113171226854,-0.5921950290771647,0.17629813352888066,0.4320108324336324,0.18811370119836207,0.07522581755505742,0.640090894015685,0.16303584907105248,0.6167483408941431,0.4348819642617876,-0.2996042137204223,0.22044563641873482
0.7807264631501548,0.9999999999999999,0.555314751961959,0.6475621098442256,0.1928507238395283,-0.3195934493001397,-0.03623796963841053,0.0555994022312971,0.6012852206681555,-0.5880598875057916,0.18847303888294126,0.44341727566586875,0.1928507238395283,0.09271205120555231,0.643113844280267,0.19355784326037975,0.636143535113542,0.4723127317492877,-0.3047461747122294,0.21426463782740568
0.564742930534344,0.555314751961959,0.9999999999999998,0.8200375313475702,0.07571389895246249,-0.1614047973254837,0.04828944895910281,-0.00013279952573555002,0.46796005678927843,-0.4110791090464818,0.03411527647582762,0.21594145610228224,0.07571389895246249,0.02612825915918888,0.4879651249698711,0.08722652958152924,0.4484102279901142,0.2824593583030356,-0.25542583437352656,0.12665737271989222
0.627854549134133,0.6475621098442256,0.8200375313475703,1.0,0.12554211607800084,-0.23031004000175473,0.019740509236939593,0.019773982811590235,0.5442712594048873,-0.4946104108647931,0.09971034907384814,0.3122761211389534,0.12554211607800084,0.05253661532270837,0.5682553366204426,0.12044688702061737,0.5403616007210588,0.36914047608408934,-0.29518840675436486,0.15519481205634053
0.18811370119836207,0.1928507238395283,0.07571389895246249,0.12554211607800084,1.0,-0.017761901064612614,0.106340002090732,0.4353905956017409,0.28376593441274073,-0.1207844924433669,0.47923991305182634,0.5007541671792816,1.0,0.4518746880368467,0.20238016895467825,0.22300522207597243,0.19217122681539225,0.29422886494271777,0.07551879581831467,0.4819033106056361
-0.3267574925204011,-0.31959344930013966,-0.1614047973254837,-0.23031004000175473,-0.017761901064612614,1.0,0.9015951916219895,0.5282402183101307,-0.0033292955151796575,0.7372554401316528,-0.12952118934167717,-0.40393973923981435,-0.017761901064612614,0.5067079855567813,-0.2817039962464985,0.6066258277723126,-0.26296663501684914,0.2287930252625027,0.7191689660884,-0.1732089051917195
-0.04562225274806638,-0.03623796963841053,0.04828944895910281,0.019740509236939593,0.10634000209073201,0.9015951916219895,1.0,0.6131403891924149,0.39673410461196185,0.4368792898011653,-0.03360316210464071,-0.16968355689599404,0.10634000209073201,0.6112619379638006,0.12332531979800146,0.73897450562712,0.10049011383305692,0.5108372555960624,0.5794069862212033,-0.04927031877797705
0.03973505225155405,0.05559940223129709,-0.00013279952573555002,0.01977398281159023,0.43539059560174087,0.5282402183101307,0.6131403891924149,1.0,0.2573292504385002,0.36065647549084257,0.43267197353335224,0.5538273124806012,0.43539059560174087,0.9970482646224794,-0.03332111610119391,0.7286481088946979,0.0322030277757809,0.49179289354418215,0.6489735282453752,0.23893602136979508
0.5926113171226854,0.6012852206681556,0.4679600567892785,0.5442712594048873,0.28376593441274073,-0.003329295515179658,0.3967341046119618,0.2573292504385002,0.9999999999999999,-0.6018856170407951,0.19182850163568504,0.4013155296405762,0.28376593441274073,0.30029392275802047,0.9187425075025665,0.4633039308267784,0.8237818040536363,0.7570311039614076,-0.1951346682766285,0.2453189214391022
-0.5921950290771647,-0.5880598875057916,-0.4110791090464818,-0.4946104108647931,-0.12078449244336692,0.7372554401316528,0.43687928980116536,0.36065647549084257,-0.601885617040795,1.0,-0.10615352443395586,-0.41209074892055575,-0.12078449244336692,0.31737473086298046,-0.8159146369898296,0.20581642588738414,-0.7036528313332271,-0.26384987353522593,0.7207522972043041,-0.23412127028696933
0.17629813352888069,0.18847303888294126,0.03411527647582762,0.09971034907384814,0.4792399130518264,-0.12952118934167717,-0.03360316210464071,0.43267197353335224,0.19182850163568504,-0.10615352443395584,1.0,0.5936071509399543,0.4792399130518264,0.45232041876245294,0.09339967121782702,0.14694540738271664,0.13507954623845955,0.1958807771705186,0.05647582881260801,0.3451447221386127
0.43201083243363236,0.44341727566586875,0.21594145610228224,0.31227612113895337,0.5007541671792817,-0.40393973923981435,-0.16968355689599407,0.5538273124806012,0.4013155296405762,-0.41209074892055575,0.5936071509399544,1.0,0.5007541671792817,0.5779819172850366,0.3610002232242637,0.2364998313549419,0.39778133730888565,0.3905471336880175,-0.0446718335831462,0.4439333153767388
0.18811370119836207,0.1928507238395283,0.07571389895246249,0.12554211607800084,1.0,-0.017761901064612614,0.106340002090732,0.4353905956017409,0.28376593441274073,-0.1207844924433669,0.47923991305182634,0.5007541671792816,1.0,0.4518746880368467,0.20238016895467825,0.22300522207597243,0.19217122681539225,0.29422886494271777,0.07551879581831467,0.4819033106056361
0.0752258175550574,0.09271205120555231,0.026128259159188885,0.05253661532270836,0.4518746880368467,0.5067079855567813,0.6112619379638006,0.9970482646224794,0.3002939227580205,0.31737473086298046,0.4523204187624529,0.5779819172850366,0.4518746880368467,1.0,0.013213518162757055,0.7336155682667216,0.07506331602561624,0.5186490464469161,0.6203298329374456,0.2530126914172093
0.6400908940156849,0.6431138442802671,0.4879651249698711,0.5682553366204427,0.20238016895467828,-0.2817039962464985,0.12332531979800147,-0.03332111610119391,0.9187425075025665,-0.8159146369898295,0.09339967121782702,0.36100022322426367,0.20238016895467828,0.013213518162757055,1.0,0.21461257324536087,0.8630544408878169,0.6038447569782682,-0.45267109638631053,0.22685052502326833
0.16303584907105245,0.19355784326037978,0.08722652958152925,0.12044688702061737,0.22300522207597243,0.6066258277723126,0.73897450562712,0.7286481088946979,0.4633039308267784,0.20581642588738414,0.14694540738271664,0.2364998313549419,0.22300522207597243,0.7336155682667216,0.21461257324536087,1.0,0.305701341880858,0.7593893784939333,0.6129262237162383,0.05991569243309522
0.6167483408941431,0.636143535113542,0.4484102279901142,0.5403616007210588,0.19217122681539225,-0.26296663501684914,0.10049011383305693,0.0322030277757809,0.8237818040536363,-0.7036528313332271,0.13507954623845955,0.39778133730888565,0.19217122681539225,0.07506331602561624,0.8630544408878168,0.305701341880858,1.0,0.7053632283338443,-0.4393255575904746,0.1683022766713169
0.4348819642617876,0.4723127317492876,0.2824593583030356,0.36914047608408934,0.29422886494271777,0.2287930252625027,0.5108372555960625,0.4917928935441821,0.7570311039614077,-0.2638498735352259,0.1958807771705186,0.3905471336880175,0.29422886494271777,0.518649046446916,0.6038447569782682,0.7593893784939333,0.7053632283338443,1.0,0.14176265914408268,0.1637830929461675
-0.29960421372042234,-0.3047461747122295,-0.2554258343735265,-0.2951884067543649,0.07551879581831465,0.7191689660884,0.5794069862212033,0.6489735282453752,-0.1951346682766285,0.7207522972043041,0.056475828812608014,-0.044671833583146206,0.07551879581831465,0.6203298329374456,-0.45267109638631053,0.6129262237162384,-0.43932555759047454,0.14176265914408268,0.9999999999999999,-0.048346835175498565
0.22044563641873482,0.21426463782740568,0.12665737271989222,0.1551948120563405,0.4819033106056362,-0.17320890519171947,-0.04927031877797705,0.23893602136979508,0.2453189214391022,-0.23412127028696933,0.3451447221386127,0.4439333153767388,0.4819033106056362,0.2530126914172093,0.22685052502326836,0.05991569243309522,0.1683022766713169,0.16378309294616752,-0.048346835175498565,1.0
